"district","hour","age1","age2","age3","age4"
"001","4am",2466.0013,1646.0791,3046.965,2041.0303
"002","4am",6037.1574,3197.3555,3346.828,3704.371
"003","4am",8284.2484,3663.7618,5635.196,2618.9005
"004","4am",4512.6958,3030.9148,3867.995,2349.8866
"005","4am",4080.4056,3524.8319,4701.567,3644.9162
"006","4am",2998.4329,4943.617,5980.252,1533.665
"007","4am",2080.1661,3669.0527,5032.883,2232.0153
"008","4am",4102.6071,3087.5082,6724.781,2919.4889
"009","4am",2064.3631,4096.0595,5856.298,3014.4906
"010","4am",3362.5479,2016.742,4991.09,3169.1141
"011","4am",3699.9855,3190.4851,6056.389,3896.6529
"012","4am",2413.0168,983.0191,1491.59,865.332
"013","4am",4267.1604,3343.5077,5862.775,3687.663
"014","4am",822.5608,806.9974,2083.506,1791.9058
"015","4am",2312.6455,2583.2512,5717.384,3365.4538
"016","4am",5501.9521,4106.101,5151.159,1606.6059
"017","4am",1499.3424,1753.6011,2341.876,556.7673
"018","4am",904.4265,1516.5376,3120.202,940.7561
"019","4am",1215.8447,3652.6025,5185.194,1313.1924
"020","4am",1970.4949,5573.1241,8496.288,2608.6068
"021","4am",1125.6688,1418.8344,5087.488,3633.277
"022","4am",1911.8877,2892.6331,5732.779,2587.6616
"023","4am",3424.878,3659.4635,6909.096,2521.9252
"024","4am",11728.1532,3163.4901,4216.826,799.4302
"025","4am",841.3587,1542.1972,2404.352,1033.5175
"026","4am",794.9183,1082.3894,3705.089,1070.1023
"027","4am",2156.7535,1888.4402,5449.476,1256.5828
"028","4am",871.3639,2877.1727,4853.109,1611.0755
"029","4am",2000.6559,2651.6681,3974.906,1334.962
"030","4am",2635.7684,4148.6791,8280.809,2617.9014
"031","4am",1160.8408,696.114,4811.512,3698.6871
"032","4am",1490.2954,1982.8739,5226.917,3238.0711
"033","4am",839.9847,991.0103,4796.383,2524.0171
"034","4am",1989.6423,1559.8838,5295.889,1875.4323
"035","4am",843.5422,1903.9295,6159.043,3066.8015
"036","4am",2843.364,1721.7979,12071.133,3963.4344
"037","4am",1839.188,2101.3588,4884.613,2161.4226
"038","4am",1131.526,4188.3757,6462.018,3860.2454
"039","4am",1179.7846,695.4052,4129.111,1581.8079
"040","4am",987.9544,1624.1662,5449.884,3015.7219
"041","4am",1483.0365,2375.6536,8110.776,3269.705
"042","4am",900.2374,1356.2607,5451.731,1139.0419
"043","4am",2032.3245,1666.0725,8809.752,2605.5528
"044","4am",1003.232,1028.6394,3892.516,2360.6796
"045","4am",1538.5185,441.1473,5444.622,2523.7861
"046","4am",2811.017,776.3197,5136.987,1052.5356
"047","4am",3066.6866,1582.4637,5264.99,1935.8596
"048","4am",571.4544,406.4294,3679.437,1578.1817
"049","4am",975.7025,1760.6159,5920.256,1967.9744
"050","4am",2517.5328,2191.4769,10903.694,4237.0978
"051","4am",1991.7414,2478.3763,11734.503,3120.8818
"052","4am",1355.5184,1806.7586,8655.526,1998.7293
"053","4am",1467.1722,1305.8156,7915.971,3361.5386
"054","4am",4102.9106,1920.538,9921.379,3759.7666
"055","4am",2075.247,486.4347,8190.641,2349.7702
"056","4am",893.5366,782.6303,5376.058,1456.403
"057","4am",2881.3538,1288.4615,8773.246,1986.2232
"058","4am",999.9684,869.0217,5792.657,1610.6748
"059","4am",2332.9523,610.4332,7647.519,3397.8108
"060","4am",795.9567,1804.304,7362.532,1646.0984
"061","4am",1812.3847,1443.0422,10252.687,2305.0627
"062","4am",2302.9466,1603.1935,11882.403,2241.9166
"063","4am",799.8169,208.6512,3242.233,939.8347
"064","4am",1348.5406,2767.9542,9237.009,2950.5092
"065","4am",1214.997,1382.1823,6806.537,1845.5676
"066","4am",798.3803,3190.2725,8268.405,2260.1046
"001","5am",2466.0013,1646.0791,3046.965,2041.0303
"002","5am",6037.1574,3303.7676,3503.492,3704.371
"003","5am",8284.2484,3663.7618,5635.196,2618.9005
"004","5am",4512.6958,3030.9148,3815.512,2349.8866
"005","5am",4080.4056,3431.814,4608.549,3644.9162
"006","5am",2918.6036,4943.617,6135.975,1533.665
"007","5am",2017.4442,3669.0527,4847.491,2232.0153
"008","5am",4102.6071,2981.0961,6615.568,2919.4889
"009","5am",2064.3631,4096.0595,5771.189,3014.4906
"010","5am",3362.5479,2016.742,4991.09,3169.1141
"011","5am",3699.9855,3190.4851,5880.881,3896.6529
"012","5am",2413.0168,1058.7693,1463.389,865.332
"013","5am",4267.1604,3343.5077,5914.258,3687.663
"014","5am",822.5608,897.2541,2083.506,1791.9058
"015","5am",2312.6455,2306.0891,5838.458,3365.4538
"016","5am",5501.9521,4106.101,5297.813,1606.6059
"017","5am",1499.3424,1753.6011,2238.91,556.7673
"018","5am",904.4265,1558.7968,3175.531,940.7561
"019","5am",1215.8447,3570.1611,5307.34,1313.1924
"020","5am",1970.4949,5573.1241,8319.314,2608.6068
"021","5am",1125.6688,1498.9882,4901.046,3633.277
"022","5am",1848.2157,2892.6331,5732.779,2587.6616
"023","5am",3424.878,3529.1433,6909.096,2521.9252
"024","5am",11728.1532,3163.4901,4403.392,799.4302
"025","5am",841.3587,1556.2007,2439.485,1033.5175
"026","5am",794.9183,1037.9542,3749.524,1070.1023
"027","5am",2156.7535,1888.4402,5225.175,1256.5828
"028","5am",871.3639,2876.0852,4860.022,1611.0755
"029","5am",1914.0117,2660.6024,4211.444,1334.962
"030","5am",2635.7684,4325.6607,8250.443,2475.4312
"031","5am",1160.8408,696.114,4844.465,3698.6871
"032","5am",1553.9674,1902.7201,5279.759,3238.0711
"033","5am",839.9847,991.0103,4858.484,2524.0171
"034","5am",1989.6423,1499.0818,5234.949,1875.4323
"035","5am",843.5422,1903.9295,6448.805,3066.8015
"036","5am",2843.364,1721.7979,11958.339,3963.4344
"037","5am",1925.8322,2194.516,4822.579,2161.4226
"038","5am",1131.526,4122.4721,6711.426,3860.2454
"039","5am",1179.7846,695.4052,4089.643,1581.8079
